Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info,cleaned_text,sentiment_score,sentiment_category
63,YouTube,@gurmitkaurtaak375,https://www.youtube.com/watch?v=hJP5GqnTrNo,❤ 👍👌✌️🥳🚩🙌☺️💯❤️😇😇🪔🙏🪔,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",,0.0,Neutral
64,YouTube,@annmarie_6172,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is amazing.   Love how the teaching mode guides the teacher as to how their teaching design might progress.     So exciting.    GPT4 yes ?!??     Get going - !!,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",amaze love teach mode guide teacher teach design might progress excite gpt4,0.7137,Positive
65,YouTube,@MaximusMotivat1vation,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Impressive work Sal.. the future is exciting, embracing AI at a young age will be beneficial for young minds, but also comes with its challenges in other areas. A well balanced approach can go long way..",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",impressive work sal future excite embrace young age beneficial young mind come challenge area balance approach long,0.5639500000000001,Positive
66,YouTube,@Kvltklassik,https://www.youtube.com/watch?v=hJP5GqnTrNo,Says the guy selling AI to schools.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sell school,0.0,Neutral
67,YouTube,@thecrow9026,https://www.youtube.com/watch?v=hJP5GqnTrNo,I think everyone would agree if we make khan like incharge of global education of our children.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",think would agree khan incharge global education child,0.1806,Positive
68,YouTube,@Aprilmreyes21,https://www.youtube.com/watch?v=hJP5GqnTrNo,For only 4$ a month BEST 4 $ I’ve ever spent! I’ve been exploring it out all morning I love it! Just sent my teenager the app to download,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",best ever spent explore morning love sent teenager app download,0.6610833333333334,Positive
69,YouTube,@paulmcdevitt2038,https://www.youtube.com/watch?v=hJP5GqnTrNo,"‘Just a tutor’ as opposed to… I believe the Khan Academy has employed some 200+ teachers to create and deliver the lessons. It may have started as Khan tutoring family members but has grown beyond that. Why was it needed? <br>We can all think back to when at school on the teachers who were good at getting information across - and those who were not. Especially in more complex subjects such as physics or, say, statistics. Why the difference? What if you could recreate the things the good teacher did? <br>Most schools do not teach you how to learn. They are trying to impart info you are expected to remember and, therefore, learn. But not how to learn. Great books like Make it Stick show how most teachers don’t know or understand how we learn or how information moves from short term memory to long term memory.  When you look at how Khan Academy is structured it does apply most of that thinking. Educational departments are signing up Khan Academy - likely to supplement their programs - but many will actually learn more from Khan Academy than their classroom teacher.<br>We still need a real person to prod us, provoke us, encourage us to learn - so I am not proposing we get rid of teachers but there are many areas we take for granted and have not looked at more deeply. Same for the way doctors diagnose patients. They all do it differently with varying levels of success. When anything is reliant on the variations and vagaries of individuals over a systemic approach, we are going to get dramatic variance in results.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",tutor oppose believe khan academy employ teacher create deliver lesson may start khan tutor family member grown beyond think back school teacher good information across especially complex subject physic statistic difference could recreate good teacher school teach impart info expect remember therefore great book stick show teacher information move short term memory long term memory khan academy structure apply think educational department signing khan academy likely supplement program khan academy classroom teacher real prod provoke encourage propose rid teacher area grant deeply doctor diagnose patient differently vary level success anything reliant variation vagary individual systemic approach dramatic variance result,0.533175,Positive
70,YouTube,@penniye,https://www.youtube.com/watch?v=hJP5GqnTrNo,I was in grade 9 when I discovered Khan Academy. I will never forget his voice guiding me through those black boards 🥲 currently doing my masters in science and I need to credit him for getting through my those primitive days.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",grade discover khan academy forget voice guide black board currently master science credit primitive,0.04728333333333334,Neutral
71,YouTube,@rishabhnathpandey8680,https://www.youtube.com/watch?v=hJP5GqnTrNo,We know it by common sense that if one would get educated individually and get more time and attention then he will perform better for sure😂😢,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",common sense would educate individually time attention perform,-0.075,Negative
72,YouTube,@alexseifert602,https://www.youtube.com/watch?v=hJP5GqnTrNo,"This all is lovely but misses something MAJOR: most students don’t actually care about any of this content. They want passing grades and to move on. So all of this wonderful stuff assumes students want to go on the journey and are curious and are willing to collaborate with AI and explore. None of that is true in the majority. Most kids are apathetic to subject and/or they only care about grades (pressure from parents or to get into college). Very few students want to do this hard work. They want shortcuts, not thinking.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",lovely miss something major student care content passing grade move wonderful assumes student journey curious willing collaborate explore none majority kid apathetic subject care grade pressure parent college student hard work shortcut think,0.5551333333333334,Positive
73,YouTube,@lettersfromadirtbag,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Sal, thank you! Because of your videos, I got through all of my math and science classes in college in 2011. And, now, all these years later, your videos are once again helping me in my first year of being a secondary ed. math teacher.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sal math science class college later help secondary math teacher,0.12595,Positive
74,YouTube,@ladya6312,https://www.youtube.com/watch?v=hJP5GqnTrNo,"The Khan Academy takes forever to load from page to page and lacks AP Language and Literature fields. If the loading time can be reduced so it is not often timing out and these subjects added, that would be great.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",khan academy forever load page page lack language literature field load time reduce often timing subject add would great,0.3690833333333333,Positive
75,YouTube,@je9653,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=522"">8:42</a>",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",href,0.0,Neutral
76,YouTube,@jacquesmalan1762,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is one of the best TED talks I have seen. I turn Bloom’s 2 Sigma problem into a 2 Sigma opportunity. <br>One way is to facilitate Socratic Debates. <br>Combine this with a knowledgeable 1-on-one tutor and you are 4 steps ahead of the rest. <br><br>Using curated AI is a good start.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",best ted talk turn bloom sigma problem sigma opportunity facilitate socratic debate combine knowledgeable tutor step ahead rest use curated good start,0.8260000000000001,Positive
77,YouTube,@peterkoh5210,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=930"">15:30</a> STOOOOOOOOOOOOOOOOOOOOOOOOOOOOOP!!!!!!!!!!!!!!!!",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",href stooooooooooooooooooooooooooooop,0.0,Neutral
78,YouTube,@peterkoh5210,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=689"">11:29</a> EVERYONE, STOP CLAPPING!!!!!!!!!!!!!!!!",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",href stop clap,-0.148,Negative
79,YouTube,@abduljakolsalsalani-k2w,https://www.youtube.com/watch?v=hJP5GqnTrNo,Ai was a program made in Afghanistan..the programers name is ABDUL JAKOL SALSALANI....HE DISCOVER THIS PROGRAM WHEN HE IS IN THE COMFORTROOM...DOING SOMETHING TO HIM SELF..! AFTER WASHING HIS HAND BECAUSE ITS TO SLIMMY THAT WHERE HE HAVE A VISION OF Ai..THAT THE HISTORY OF Ai ...,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",program afghanistan programers name abdul jakol salsalani discover program comfortroom something self wash hand slimmy vision history,0.31845,Positive
80,YouTube,@tamrobotics,https://www.youtube.com/watch?v=hJP5GqnTrNo,I am going to link this to the School Leadership Team and get the school to adopt AI for education.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",link school leadership team school adopt education,0.08895,Positive
81,YouTube,@dr.emnaturalbeautycare350,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is awesome Sir Khan!,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",awesome khan,0.81245,Positive
82,YouTube,@michaelmokotong,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Current education models have failed, so there&#39;s no incentive to rescue the careers of the staff.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",current education model fail incentive rescue career staff,0.03409999999999999,Neutral
83,YouTube,@dr.smeghmar3967,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Khan for President, godammnit!",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",khan president godammnit,0.0,Neutral
84,YouTube,@Helelrothschild,https://www.youtube.com/watch?v=hJP5GqnTrNo,This man got me through many many years of going in and out of Jail I much respect for Sal and khan academy one of the beautiful things about knowledge is it belongs to no one it does not judge you all it requires is a willingness to seek it. Sals classes help me get my GED gave me a better understanding of my heritage and helped make me feel more patriotic and proud of who I was and being a part of life. All this he helped me with while I was in a jail cell so Sal if you do see this thank you.,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",jail respect sal khan academy beautiful knowledge belongs judge require willingness seek sals class help ged heritage help patriotic proud part life help jail cell sal,0.6613,Positive
85,YouTube,@HaleyMac912,https://www.youtube.com/watch?v=hJP5GqnTrNo,The moment I recognized his voice from my math overview classes lol :),,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",moment recognize voice math overview class,0.0,Neutral
86,YouTube,@sid2779,https://www.youtube.com/watch?v=hJP5GqnTrNo,Is he the voice from khan academy???,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",voice khan academy,0.0,Neutral
87,YouTube,@goddessgrace6216,https://www.youtube.com/watch?v=hJP5GqnTrNo,"AI in education enhances learning by personalizing instruction, automating administrative tasks, and providing real-time feedback to students. It helps tailor content to individual needs, making education more accessible and efficient. Additionally, AI tools can assist teachers with grading and identifying learning gaps, allowing for more targeted support.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",education enhances personalize instruction automate administrative task provide real time feedback student help tailor content individual education accessible efficient additionally tool assist teacher grade identify gap allow target support,0.5179333333333334,Positive
88,YouTube,@vsethuooo1,https://www.youtube.com/watch?v=hJP5GqnTrNo,This video is a gem!,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",gem,0.0,Neutral
89,YouTube,@andreasglo4,https://www.youtube.com/watch?v=hJP5GqnTrNo,I always imagined Sal to be some italian american new yorker or something when listening to his khan academy videos,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",imagine sal italian american yorker something listen khan academy,0.0,Neutral
90,YouTube,@jadentonkin466,https://www.youtube.com/watch?v=hJP5GqnTrNo,wait till students watch videos on how to prompt inject,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",wait till student prompt inject,0.0,Neutral
91,YouTube,@letscognothat,https://www.youtube.com/watch?v=hJP5GqnTrNo,you can tell all these ai people have all heard the same people ....if I hear &quot;guardrails&quot; one more time!!!,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",heard hear quot guardrail quot time,0.0,Neutral
92,YouTube,@pandoraa11,https://www.youtube.com/watch?v=hJP5GqnTrNo,"You, Sal Khan, were solely the reason I passed Chemistry in university in 2011. Thank you.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sal khan solely reason pass chemistry university,0.0,Neutral
93,YouTube,@Jessica_dutta,https://www.youtube.com/watch?v=hJP5GqnTrNo,amazingg,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",amazingg,0.0,Neutral
94,YouTube,@xelandrome3176,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Thank you Sal, because of You i Made It in to an English contest of AI❤",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sal english contest,0.0,Neutral
95,YouTube,@alephnot000,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Sal is a corporate or government plant. As a parent and an educator, I advocate for a tech-free education.",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sal corporate government plant parent educator advocate tech free education,0.35530000000000006,Positive
96,YouTube,@Steward23445,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Education is about learning something new not school. The arrival of AI has pointed out the flaws in the school system and thus it can be the end of school not education. School is a repetitive, luck centric and out dated system designed in the industrial age to produce factory works!",,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",education something school arrival point flaw school system thus end school education school repetitive luck centric date system design industrial age produce factory work,0.0625,Positive
97,YouTube,@YakobAbdisa,https://www.youtube.com/watch?v=hJP5GqnTrNo,I didn&#39;t watch the video <br>But why do we need to talk about AI saving (not destroying) education while AI is taking the many of the jobs students are learning for ?,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",talk save destroy education job student,-0.1386,Negative
98,YouTube,@Elibb-SIB,https://www.youtube.com/watch?v=hJP5GqnTrNo,When will Khanmigo be made available in Europe?,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",khanmigo available europe,0.2,Positive
99,YouTube,@ZEPHYRZHANG-mg8zi,https://www.youtube.com/watch?v=hJP5GqnTrNo,Sal is the goat,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",sal goat,0.0,Neutral
100,YouTube,@ravangersplaty9126,https://www.youtube.com/watch?v=hJP5GqnTrNo,He is not what i thought the Khan academy voice looks like,,,,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED",thought khan academy voice,0.0,Neutral
