Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info
76,YouTube,@jacquesmalan1762,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is one of the best TED talks I have seen. I turn Bloom’s 2 Sigma problem into a 2 Sigma opportunity. <br>One way is to facilitate Socratic Debates. <br>Combine this with a knowledgeable 1-on-one tutor and you are 4 steps ahead of the rest. <br><br>Using curated AI is a good start.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
77,YouTube,@peterkoh5210,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=930"">15:30</a> STOOOOOOOOOOOOOOOOOOOOOOOOOOOOOP!!!!!!!!!!!!!!!!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
78,YouTube,@peterkoh5210,https://www.youtube.com/watch?v=hJP5GqnTrNo,"<a href=""https://www.youtube.com/watch?v=hJP5GqnTrNo&amp;t=689"">11:29</a> EVERYONE, STOP CLAPPING!!!!!!!!!!!!!!!!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
79,YouTube,@abduljakolsalsalani-k2w,https://www.youtube.com/watch?v=hJP5GqnTrNo,Ai was a program made in Afghanistan..the programers name is ABDUL JAKOL SALSALANI....HE DISCOVER THIS PROGRAM WHEN HE IS IN THE COMFORTROOM...DOING SOMETHING TO HIM SELF..! AFTER WASHING HIS HAND BECAUSE ITS TO SLIMMY THAT WHERE HE HAVE A VISION OF Ai..THAT THE HISTORY OF Ai ...,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
80,YouTube,@tamrobotics,https://www.youtube.com/watch?v=hJP5GqnTrNo,I am going to link this to the School Leadership Team and get the school to adopt AI for education.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
81,YouTube,@dr.emnaturalbeautycare350,https://www.youtube.com/watch?v=hJP5GqnTrNo,This is awesome Sir Khan!,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
82,YouTube,@michaelmokotong,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Current education models have failed, so there&#39;s no incentive to rescue the careers of the staff.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
83,YouTube,@dr.smeghmar3967,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Khan for President, godammnit!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
84,YouTube,@Helelrothschild,https://www.youtube.com/watch?v=hJP5GqnTrNo,This man got me through many many years of going in and out of Jail I much respect for Sal and khan academy one of the beautiful things about knowledge is it belongs to no one it does not judge you all it requires is a willingness to seek it. Sals classes help me get my GED gave me a better understanding of my heritage and helped make me feel more patriotic and proud of who I was and being a part of life. All this he helped me with while I was in a jail cell so Sal if you do see this thank you.,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
85,YouTube,@HaleyMac912,https://www.youtube.com/watch?v=hJP5GqnTrNo,The moment I recognized his voice from my math overview classes lol :),N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
86,YouTube,@sid2779,https://www.youtube.com/watch?v=hJP5GqnTrNo,Is he the voice from khan academy???,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
87,YouTube,@goddessgrace6216,https://www.youtube.com/watch?v=hJP5GqnTrNo,"AI in education enhances learning by personalizing instruction, automating administrative tasks, and providing real-time feedback to students. It helps tailor content to individual needs, making education more accessible and efficient. Additionally, AI tools can assist teachers with grading and identifying learning gaps, allowing for more targeted support.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
88,YouTube,@vsethuooo1,https://www.youtube.com/watch?v=hJP5GqnTrNo,This video is a gem!,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
89,YouTube,@andreasglo4,https://www.youtube.com/watch?v=hJP5GqnTrNo,I always imagined Sal to be some italian american new yorker or something when listening to his khan academy videos,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
90,YouTube,@jadentonkin466,https://www.youtube.com/watch?v=hJP5GqnTrNo,wait till students watch videos on how to prompt inject,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
91,YouTube,@letscognothat,https://www.youtube.com/watch?v=hJP5GqnTrNo,you can tell all these ai people have all heard the same people ....if I hear &quot;guardrails&quot; one more time!!!,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
92,YouTube,@pandoraa11,https://www.youtube.com/watch?v=hJP5GqnTrNo,"You, Sal Khan, were solely the reason I passed Chemistry in university in 2011. Thank you.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
93,YouTube,@Jessica_dutta,https://www.youtube.com/watch?v=hJP5GqnTrNo,amazingg,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
94,YouTube,@xelandrome3176,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Thank you Sal, because of You i Made It in to an English contest of AI❤",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
95,YouTube,@alephnot000,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Sal is a corporate or government plant. As a parent and an educator, I advocate for a tech-free education.",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
96,YouTube,@Steward23445,https://www.youtube.com/watch?v=hJP5GqnTrNo,"Education is about learning something new not school. The arrival of AI has pointed out the flaws in the school system and thus it can be the end of school not education. School is a repetitive, luck centric and out dated system designed in the industrial age to produce factory works!",N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
97,YouTube,@YakobAbdisa,https://www.youtube.com/watch?v=hJP5GqnTrNo,I didn&#39;t watch the video <br>But why do we need to talk about AI saving (not destroying) education while AI is taking the many of the jobs students are learning for ?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
98,YouTube,@Elibb-SIB,https://www.youtube.com/watch?v=hJP5GqnTrNo,When will Khanmigo be made available in Europe?,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
99,YouTube,@ZEPHYRZHANG-mg8zi,https://www.youtube.com/watch?v=hJP5GqnTrNo,Sal is the goat,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
100,YouTube,@ravangersplaty9126,https://www.youtube.com/watch?v=hJP5GqnTrNo,He is not what i thought the Khan academy voice looks like,N/A,N/A,N/A,"Video: How AI Could Save (Not Destroy) Education | Sal Khan | TED, Channel: TED"
